,uni_users,user_rating,user_count
2120,A1OCQGMRDZSQW8,2.0,1.0
2121,A1OCRIXLQ4703S,5.0,1.0
2122,A1ODE9OUGV0YLY,4.0,1.0
2123,A1OE0V4VV7DD51,5.0,1.0
2124,A1OE306O3LNYHL,5.0,1.0
2125,A1OE5P78QIQ13G,5.0,1.0
2126,A1OEI7SY3391KJ,5.0,1.0
2127,A1OEYK6DAL9JHC,5.0,1.0
2128,A1OF8NF7HL310S,4.0,1.0
2129,A1OFXUKSHXBRC3,4.0,1.0
2130,A1OG4Y3L5YD28L,5.0,1.0
2131,A1OG6YVBAV7D39,5.0,1.0
2132,A1OGUXM60NJMA3,5.0,1.0
2133,A1OH6KGAENKIA4,5.0,1.0
2134,A1OH7VEEY7RABI,4.0,1.0
2135,A1OHSGJE4UIM2A,5.0,1.0
2136,A1OHY2ZD1PI8MX,1.0,1.0
2137,A1OI2AJDBHVAQJ,5.0,1.0
2138,A1OJ3443TMKE7T,5.0,1.0
2139,A1OJQTTI4XKJ2Y,5.0,1.0
2140,A1OKWOL0UFZGYW,5.0,1.0
2141,A1OLBHUVNZGHFN,4.0,1.0
2142,A1OM5SKMHNUK8F,5.0,1.0
2143,A1OMHY6NLHEOAG,5.0,1.0
2144,A1OMNOPD5QSS1F,5.0,1.0
2145,A1ON6MD535DQEI,5.0,1.0
2146,A1ONG9L4CEPXQ4,5.0,1.0
2147,A1ONGOU6PNAD1U,5.0,1.0
2148,A1OOIKJV7YOKIO,5.0,1.0
2149,A1OOMNFR0KHU39,5.0,1.0
2150,A1OP2QWMNRSQ7M,3.0,1.0
2151,A1OP8N3SG2J89U,3.0,1.0
2152,A1OPTS8LMHJBEB,5.0,1.0
2153,A1OQ3WI5RWQLM4,5.0,1.0
2154,A1OQB74FZLTDU,5.0,1.0
2155,A1OQEAFEIKKL12,5.0,1.0
2156,A1OQL3469SHN12,5.0,1.0
2157,A1OQNQKXBRN2EH,5.0,1.0
2158,A1OQQOUSTBFZGE,5.0,1.0
2159,A1OR18E1E2AUIE,5.0,1.0
2160,A1ORHI683SI0U3,5.0,1.0
2161,A1ORLJ607UU02I,5.0,1.0
2162,A1OTOIVK6HBATH,4.0,1.0
2163,A1OTW31PXDP5XG,5.0,1.0
2164,A1OUPGCY68QLLP,5.0,1.0
2165,A1OV5GM4Z9QMQE,1.0,1.0
2166,A1OVD40PEV5ACO,4.0,1.0
2167,A1OVQ6R2QYX3W1,5.0,1.0
2168,A1OW4EZWDVLB8V,5.0,1.0
2169,A1OW95OTQ27LXC,5.0,1.0
2170,A1OWHHYA1ZKSUS,3.33333333333,3.0
2171,A1OXGL9EH2HX7U,4.0,1.0
2172,A1OXJYR350GASZ,4.0,1.0
2173,A1OXSBQA7Y0QEG,5.0,1.0
2174,A1OXSK7QCTWNUH,5.0,1.0
2175,A1OY1WVRQMAS7J,5.0,1.0
2176,A1OYPCFXLECKRH,5.0,1.0
2177,A1OYTHXWI4BG6M,4.0,1.0
2178,A1OYZFVVWHRA70,5.0,1.0
2179,A1OZ2XI2KBM3IC,5.0,1.0
2180,A1OZDKOH6OEN3H,5.0,1.0
2181,A1P00ZPT9SWCH8,5.0,1.0
2182,A1P05JG35V5S21,5.0,1.0
2183,A1P139Q8UXXGTR,5.0,1.0
2184,A1P2DODCPMGT50,5.0,1.0
2185,A1P2NBM3P3TS2X,4.0,1.0
2186,A1P2ZRAQTAJB8B,5.0,1.0
2187,A1P3BZ61K6F8HW,1.0,1.0
2188,A1P3D1Q5H33FJB,3.0,1.0
2189,A1P3K58X4FCAYE,5.0,1.0
2190,A1P4LIJBE378OO,5.0,1.0
2191,A1P4TGIP8PMEVD,5.0,1.0
2192,A1P5119IQJ60M7,5.0,1.0
2193,A1P5A1MTR3N9IS,5.0,1.0
2194,A1P5BMM77MWCDE,5.0,1.0
2195,A1P5OE9BFME60U,5.0,1.0
2196,A1P5PPT2B6KTHF,5.0,1.0
2197,A1P6I8UFZWPOSS,5.0,1.0
2198,A1P6MKKYNSMCML,4.0,1.0
2199,A1P725NWB8OOBM,5.0,1.0
2200,A1P73U5OA7ZP4E,5.0,1.0
2201,A1P7CTV6PG9UGH,5.0,1.0
2202,A1P7FCCJ2FFP9A,3.0,1.0
2203,A1P8RPGPGR0RZA,5.0,1.0
2204,A1P98DMX8YUSNW,3.0,1.0
2205,A1P9H8VY1YF7BP,5.0,1.0
2206,A1P9M0FFTPX0KO,5.0,2.0
2207,A1P9VRIY3R9YTT,4.0,1.0
2208,A1PA4SK0SO8SR6,5.0,1.0
2209,A1PCFHFZDDUU3O,5.0,1.0
2210,A1PCQHQ6NPGL9F,5.0,1.0
2211,A1PCQWTUS6AC82,5.0,1.0
2212,A1PD22LB0JB0G9,4.0,1.0
2213,A1PDEP25L6NG2J,3.0,1.0
2214,A1PFCLK59UQ9EY,5.0,1.0
2215,A1PFG0BKGZD898,5.0,1.0
2216,A1PFNCYHNV91A9,1.0,1.0
2217,A1PFX9XU1X8Y6L,5.0,1.0
2218,A1PG2VV4W1WRPL,3.0,1.0
2219,A1PG70NH85K859,3.0,1.0
2220,A1PG94J7RHZY0N,2.0,1.0
2221,A1PGC1GEBY9CZU,4.0,1.0
2222,A1PGEAC3HRFKU4,5.0,1.0
2223,A1PGNUT0ZQ9WR4,5.0,1.0
2224,A1PH5NMRGVDG8S,5.0,1.0
2225,A1PHJ18Q191LMT,4.0,1.0
2226,A1PI6BHD6UHQ7J,5.0,1.0
2227,A1PILLSOV2ZOYT,1.0,1.0
2228,A1PJ7TOLVO2KYB,1.0,1.0
2229,A1PJQVT956WE50,5.0,1.0
2230,A1PK6WJ97WNITU,5.0,1.0
2231,A1PKPO7CLMW775,5.0,1.0
2232,A1PKQTKAPSULJ5,5.0,1.0
2233,A1PN0ORYNDGCOA,5.0,1.0
2234,A1PNU2HMHFMYSW,5.0,1.0
2235,A1PO2EWJEGR6U,5.0,1.0
2236,A1POFVVXUZR3IQ,5.0,2.0
2237,A1PPBNUSVRENQR,5.0,1.0
2238,A1PPS91NLI7KEH,1.0,1.0
2239,A1PPW19WROG9KZ,5.0,1.0
2240,A1PPWQJ2D74ESO,5.0,1.0
2241,A1PQ1AJNJ836A8,5.0,1.0
2242,A1PQ7T604TOLIP,4.0,1.0
2243,A1PQH2Q3HATCT4,5.0,1.0
2244,A1PQY8V8SS9MHZ,5.0,1.0
2245,A1PQYLO3AY9VFI,5.0,1.0
2246,A1PR0R2OPPIW0X,5.0,1.0
2247,A1PRIEWOCAIAPM,5.0,1.0
2248,A1PS5P40LLQSIV,5.0,1.0
2249,A1PT03UNX9WQ3M,5.0,1.0
2250,A1PT9YLW3ZN6I7,5.0,1.0
2251,A1PTK9SPZ90LQ5,5.0,1.0
2252,A1PTOTRUTLHZT8,3.0,1.0
2253,A1PUXH4SD65M69,5.0,1.0
2254,A1PV3YIT30S0L5,5.0,1.0
2255,A1PVEFV1070PKY,5.0,1.0
2256,A1PVYUIP0Q117R,5.0,1.0
2257,A1PWNWKIWV9K01,5.0,1.0
2258,A1PX3X9JZ5T4N2,1.0,1.0
2259,A1PXANB838QKH9,1.0,1.0
2260,A1PXE41VTV3SRT,4.0,1.0
2261,A1PXETCW80RJ0M,5.0,1.0
2262,A1PXYAD8AX7G6S,5.0,3.0
2263,A1PZE1DCBBSL9A,5.0,1.0
2264,A1PZV0SUIOQQZV,5.0,1.0
2265,A1Q15SWL2F21EU,3.0,1.0
2266,A1Q17I82BLZUDU,5.0,1.0
2267,A1Q20GBRLS2H5G,5.0,1.0
2268,A1Q40IW0YH4SY9,5.0,1.0
2269,A1Q4JJBFCFZURG,4.0,1.0
2270,A1Q4ZV7JSC545J,4.0,1.0
2271,A1Q559Y70E0029,5.0,1.0
2272,A1Q6H4H3QI9QH9,5.0,1.0
2273,A1Q6IW9LYGTLFJ,5.0,1.0
2274,A1Q6Q75Y8S0MT9,5.0,1.0
2275,A1Q6XY4HGSJHXQ,5.0,1.0
2276,A1Q70V06DY2HLR,5.0,1.0
2277,A1Q779X5VGJAOI,5.0,1.0
2278,A1Q8FRSVHJ3S1,3.0,1.0
2279,A1Q8GX4VSE5PMY,4.0,1.0
2280,A1Q8K773ZA90FP,5.0,1.0
2281,A1Q8TZXPUEVJPT,5.0,1.0
2282,A1Q91BRG0NF7WW,5.0,1.0
2283,A1Q9EHCQWIOYXL,4.0,1.0
2284,A1QAD518M2MYR0,5.0,1.0
2285,A1QAK18YUK3W5F,5.0,1.0
2286,A1QAZ0BXXD5YP9,5.0,1.0
2287,A1QBB6CFZ0WTZ6,4.0,1.0
2288,A1QBWLKJBK6BLK,4.0,1.0
2289,A1QDR0YDNNKMTV,4.0,1.0
2290,A1QE4TCGUZCLEO,5.0,1.0
2291,A1QFAGYE2JZFZK,5.0,1.0
2292,A1QFQ9SQZVGUK4,1.0,1.0
2293,A1QG7C3I2Y4S2Y,5.0,1.0
2294,A1QGJXABWYMSGC,5.0,1.0
2295,A1QGMIQD8ZYDS8,3.0,1.0
2296,A1QHVELQY7EZM5,4.0,1.0
2297,A1QI6PI0HH4H0P,5.0,1.0
2298,A1QI8006UG7XNI,4.0,1.0
2299,A1QIGXC2VJWMK7,5.0,1.0
2300,A1QKECGNKWOYX5,1.0,1.0
2301,A1QKRL12IUZ0ZP,5.0,1.0
2302,A1QL8RGTE9Z713,2.0,1.0
2303,A1QLNCBK1R6ME9,5.0,1.0
2304,A1QMVLQ1ZMT5B0,5.0,1.0
2305,A1QN643GXIE1Q5,5.0,1.0
2306,A1QO6N3XBPLB6C,5.0,1.0
2307,A1QON0C2M3TXJQ,5.0,1.0
2308,A1QOQXLKYLA1W9,5.0,1.0
2309,A1QP9TL671O2P4,4.0,1.0
2310,A1QPKTVJGBSNHK,5.0,1.0
2311,A1QPOZTKIXOGS1,5.0,1.0
2312,A1QPQFNR8CV62G,5.0,1.0
2313,A1QQNUUWK8S5Z1,5.0,1.0
2314,A1QRIEY3B41QOS,5.0,1.0
2315,A1QRINU54ZN9GM,5.0,1.0
2316,A1QRS9U0ADKNNL,5.0,1.0
2317,A1QRT7BCGOVUDW,5.0,1.0
2318,A1QRVAAGBSRFLJ,5.0,1.0
2319,A1QRZUIWRJUGNZ,5.0,1.0
2320,A1QT3B0F4O5W0T,5.0,1.0
2321,A1QTLEGRL86G6N,5.0,1.0
2322,A1QTWYC8EUKPO5,4.0,1.0
2323,A1QTYDWNFZGTT9,5.0,1.0
2324,A1QU2SX55FHNED,5.0,1.0
2325,A1QU9UNXBTC15P,4.0,1.0
2326,A1QUUE7NJJ2WNO,5.0,1.0
2327,A1QUZVAKCTWGGT,5.0,1.0
2328,A1QVD9K16N5RQ2,5.0,1.0
2329,A1QVTOL7XRLDWP,5.0,1.0
2330,A1QW4L6AUW6LNV,5.0,1.0
2331,A1QWS307H5N7NT,4.0,1.0
2332,A1QWTYDFVGR51B,3.0,1.0
2333,A1QXQEBOR7U2H0,5.0,1.0
2334,A1QXTXK5H8DFNF,5.0,1.0
2335,A1QXXXB6N54UOP,5.0,1.0
2336,A1QXZFEZG0LHSW,5.0,1.0
2337,A1QY309985DR4H,5.0,1.0
2338,A1QYD65WM4OZ29,5.0,1.0
2339,A1QYZ38VBPAXR6,5.0,1.0
2340,A1QZY2YQVGP89O,5.0,1.0
2341,A1R0GCWD66U47Z,4.0,1.0
2342,A1R1DDWV0LVTVZ,5.0,1.0
2343,A1R29813ABM5GB,3.0,1.0
2344,A1R2ML1MSFHA0S,3.0,1.0
2345,A1R2SFAKRLYVMY,5.0,1.0
2346,A1R3VM07705OQP,2.5,2.0
2347,A1R4OI9GXX7IMS,5.0,1.0
2348,A1R4U1SGNX2PC2,5.0,1.0
2349,A1R583OW6QK5CI,4.0,1.0
2350,A1R6E48W5J42Z,4.0,1.0
2351,A1R6KGK8TRJAGV,5.0,1.0
2352,A1R6T8VK523FRH,5.0,1.0
2353,A1R738D7BDSSJL,5.0,1.0
2354,A1R7SRSGJVGHQG,5.0,1.0
2355,A1R86YSF7S9DC,5.0,1.0
2356,A1R87EQ7K8Q5ZD,5.0,1.0
2357,A1R8N03H7NUPR6,5.0,1.0
2358,A1R9PLK74MR6AF,2.0,1.0
2359,A1R9V5171WNQLJ,5.0,1.0
2360,A1RACYDXBHJRY1,4.0,1.0
2361,A1RADSYYXYSSDL,4.0,1.0
2362,A1RAKD7WWJHWZI,5.0,1.0
2363,A1RALF2DUJ14QB,5.0,1.0
2364,A1RAQW4FQ6V6HP,5.0,1.0
2365,A1RBKY1FQZWNYO,5.0,1.0
2366,A1RBNUE270JRWN,5.0,1.0
2367,A1RC1XBGOB1FIS,5.0,1.0
2368,A1RC7LP9A93K68,5.0,1.0
2369,A1RC9TMNHP73YJ,4.0,1.0
2370,A1RCWLCBSZG4PG,5.0,1.0
2371,A1RCX0WK771APV,5.0,1.0
2372,A1REALDRA0XHV,4.0,1.0
2373,A1REELXMKR6Q9Z,5.0,1.0
2374,A1REF4H3JT13PR,5.0,1.0
2375,A1REJDDCGHMDEY,5.0,1.0
2376,A1REM7I2ZEE195,5.0,1.0
2377,A1REMSD47RRG45,3.0,2.0
2378,A1REUHE7QQ9S8V,5.0,1.0
2379,A1RG29164SQPTG,5.0,1.0
2380,A1RGLE9UPY03HZ,5.0,2.0
2381,A1RHGXW8GX12YR,5.0,1.0
2382,A1RI6RZCOC32MO,5.0,1.0
2383,A1RIP147B09FE4,5.0,1.0
2384,A1RJM9LW40QGDO,3.0,1.0
2385,A1RJPIGRSNX4PW,4.0,1.0
2386,A1RKO2GID2FOT,5.0,1.0
2387,A1RKWVYEGSRBL6,4.0,1.0
2388,A1RMOF2SIC4NCU,5.0,1.0
2389,A1RMY59IPUVIFB,5.0,1.0
2390,A1RNHMRUJTZIGP,5.0,1.0
2391,A1RNJ6Q36443HL,5.0,1.0
2392,A1RNYGTD98W311,5.0,1.0
2393,A1RONAIDR26MFH,5.0,1.0
2394,A1RP6YCOS5VJ5I,5.0,2.0
2395,A1RPEA90XV6UI5,5.0,1.0
2396,A1RPQUMLMFCNT3,5.0,1.0
2397,A1RQ1589XHM82Q,5.0,1.0
2398,A1RQQ3PRKJJSCP,5.0,1.0
2399,A1RQYAE58WJJ3D,5.0,1.0
2400,A1RR1FM3E50Q9E,5.0,1.0
2401,A1RSWUS95WSTU6,5.0,1.0
2402,A1RT46PJF8KFY5,5.0,1.0
2403,A1RTQ2Q3HAKR36,5.0,2.0
2404,A1RTT926K9QNKO,5.0,1.0
2405,A1RTXQSNI2JPOK,4.0,1.0
2406,A1RUFSIMCNG64F,5.0,1.0
2407,A1RV864VY8MBFS,5.0,1.0
2408,A1RVC4Q3ZH6WYE,5.0,1.0
2409,A1RVK22VGPLYLS,5.0,1.0
2410,A1RVLJOWMMFAH1,5.0,1.0
2411,A1RW4IB39TOA9G,5.0,1.0
2412,A1RX9ZDS3OQ96M,5.0,1.0
2413,A1RXBAJDU8XCCX,5.0,1.0
2414,A1RXE3E6CEY04F,1.0,1.0
2415,A1RXK2S0U3F9AC,5.0,1.0
2416,A1RXNH0XERC6G3,5.0,1.0
2417,A1RXVSBGGRKIIW,3.0,1.0
2418,A1RY1MI4UQ2ST8,4.0,1.0
2419,A1RYRGJFK7CXES,5.0,1.0
2420,A1RZ9M6T9QPBT8,5.0,1.0
2421,A1RZJSZLKZ024Y,5.0,1.0
2422,A1S06CCDPUWUPL,5.0,1.0
2423,A1S0CPWD26P53B,5.0,1.0
2424,A1S0XYAU9O85LG,5.0,1.0
2425,A1S1HG9ASA9MKE,4.0,1.0
2426,A1S1P6EQ6JWHUQ,5.0,1.0
2427,A1S23DO741NAPV,5.0,2.0
2428,A1S23YE2CWN259,4.0,1.0
2429,A1S26JXPQKFVPI,5.0,1.0
2430,A1S3EV0150UOD1,4.0,1.0
2431,A1S3G3SLGH7YGQ,5.0,1.0
2432,A1S4GH0NE8GYWQ,4.0,1.0
2433,A1S4NMO34CBCMJ,5.0,2.0
2434,A1S4SG13XO9BRT,5.0,1.0
2435,A1S4XSWEPC8UWX,5.0,1.0
2436,A1S505K01LCE63,4.0,1.0
2437,A1S517G2W3MGO,5.0,1.0
2438,A1S5HVY2G00I1Q,5.0,1.0
2439,A1S5NMK2DRBUFY,5.0,1.0
2440,A1S5NXVT4KZ4SH,5.0,1.0
2441,A1S5Y6MJJCUVCH,5.0,1.0
2442,A1S6FM2VB8JZ9P,3.0,1.0
2443,A1S7OUW1ING82W,5.0,1.0
2444,A1S7TTU1MNJ5DX,5.0,1.0
2445,A1S7YQNAMA6I8U,5.0,1.0
2446,A1S98KLNSW06UU,5.0,1.0
2447,A1SAEOF9I44U6Y,5.0,1.0
2448,A1SAGYN46CJ1N9,5.0,1.0
2449,A1SAS6NC1PH0OT,4.0,1.0
2450,A1SAZL0NQ4DYYB,5.0,1.0
2451,A1SBG8TCI8JAS8,5.0,1.0
2452,A1SBVCMAAVLK2V,4.5,2.0
2453,A1SC48KBIOI9XQ,4.0,1.0
2454,A1SC5GK8V38DAS,5.0,1.0
2455,A1SCGRGOG74N85,5.0,1.0
2456,A1SD8Y9Q1KESLB,5.0,1.0
2457,A1SDA5A53Z5AQ9,5.0,2.0
2458,A1SDBMAZUZGNP5,5.0,1.0
2459,A1SDRBZHJWA299,5.0,1.0
2460,A1SDW6QF5BJA91,5.0,1.0
2461,A1SFX40VFVIKEZ,3.0,1.0
2462,A1SG47BSG3IYOC,5.0,1.0
2463,A1SGHLGYNDKSIR,5.0,1.0
2464,A1SGK4O94CA7JV,4.0,1.0
2465,A1SGPWN6LTK6WU,5.0,1.0
2466,A1SGQ5XD4I6X95,5.0,1.0
2467,A1SH5D09ZHV006,5.0,1.0
2468,A1SH6D67HZIC39,5.0,1.0
2469,A1SHNOU2ODKIDG,5.0,1.0
2470,A1SHTJBBFWOYA1,5.0,1.0
2471,A1SIB7WO5719P3,5.0,1.0
2472,A1SIWA7SP0VCRV,5.0,1.0
2473,A1SJI6XVHSP2L0,5.0,1.0
2474,A1SKJIW7QTNUOT,5.0,1.0
2475,A1SKMSIZF60I2,5.0,1.0
2476,A1SKUZAL6SD2OE,5.0,1.0
2477,A1SLAOAQY94LDJ,5.0,1.0
2478,A1SLZEBTTBBUAT,5.0,1.0
2479,A1SM4TKRH7W0E3,5.0,1.0
2480,A1SMA1O26JGSNS,5.0,1.0
2481,A1SNBEFYK8Q8V9,5.0,1.0
2482,A1SNFC3IZD50LC,2.0,1.0
2483,A1SOXBW7A49FH9,5.0,1.0
2484,A1SPLSNLFVTWO7,5.0,1.0
2485,A1SPZZVEQXYKM5,5.0,1.0
2486,A1SQAQAF39M3J,5.0,1.0
2487,A1SRDHXNBJRUWB,5.0,1.0
2488,A1SSBW95TS6WN,5.0,1.0
2489,A1SSQNMO23OTZI,5.0,1.0
2490,A1SSXLT78VJDRA,1.0,1.0
2491,A1STPMGQSC12NS,5.0,1.0
2492,A1SU1B67S2RGRB,5.0,1.0
2493,A1SUA4C5OIK6SR,5.0,1.0
2494,A1SV1PWF4H8Q7Q,5.0,1.0
2495,A1SV3XT46QUKDW,5.0,1.0
2496,A1SV7KGXR9JMT9,5.0,1.0
2497,A1SVQR7EZDPSRN,1.0,1.0
2498,A1SWH3BVG8U7O4,3.0,1.0
2499,A1SYKKZAZVPDYD,4.0,1.0
2500,A1SYRRML1HKVPQ,5.0,1.0
2501,A1SYZI8XAFW9HD,4.0,1.0
2502,A1SZ5H1946PAVT,4.0,1.0
2503,A1T0E5IBFRE6U4,5.0,1.0
2504,A1T0T904YI8I30,5.0,1.0
2505,A1T168D2VET54O,5.0,1.0
2506,A1T27EGBXDN0EY,5.0,2.0
2507,A1T37YXW803PAM,5.0,1.0
2508,A1T395FONQLDV2,5.0,1.0
2509,A1T3L9X30L2R79,5.0,1.0
2510,A1T3PFKYITTM76,5.0,1.0
2511,A1T4N5V9FXXKA,5.0,1.0
2512,A1T4YXGBWDMSK0,5.0,1.0
2513,A1T6FU76CP17PD,5.0,1.0
2514,A1T6S9NBEMGVQC,4.0,1.0
2515,A1T77K6T6OGTEI,4.0,1.0
2516,A1T7H8U8YQAS0,5.0,1.0
2517,A1T8N18XKDLJO4,3.0,1.0
2518,A1T9AJSKC45STV,5.0,1.0
2519,A1T9PJBFBFKSGD,4.0,1.0
2520,A1TAKMMZZ8HN1Q,5.0,1.0
2521,A1TB1MDGPMSAF5,5.0,1.0
2522,A1TC6QTJ10CNTW,5.0,1.0
2523,A1TC6TH4OIFGEN,5.0,1.0
2524,A1TCJ7TCYVHB0G,5.0,1.0
2525,A1TCN6086R98WQ,5.0,1.0
2526,A1TDKCCAIAVEU8,4.0,1.0
2527,A1TDKFXT5AW2QA,5.0,1.0
2528,A1TECX9P8HH3XN,2.0,1.0
2529,A1TEFZRBR82P1V,5.0,2.0
2530,A1TEP4OFPKXB2F,5.0,1.0
2531,A1TERN349YW4B4,5.0,1.0
2532,A1TEV7TUD5MB3Z,5.0,1.0
2533,A1TEYDB0L47J1Z,4.0,1.0
2534,A1TFAKVCUOR9PD,5.0,1.0
2535,A1TFMEXOK3EMGY,5.0,1.0
2536,A1TFV9Q5TE23VC,5.0,2.0
2537,A1TGAA3QC6MBRQ,5.0,1.0
2538,A1TGXGMYBL89YN,5.0,1.0
2539,A1THRE69V8ZSG1,5.0,1.0
2540,A1THRWHZHFQ5TC,3.0,1.0
2541,A1THYSW7HHYY3H,5.0,1.0
2542,A1TJ8V9DHJYUJM,5.0,1.0
2543,A1TJEKVHWLUGV3,5.0,1.0
2544,A1TJHRY0EUHJPP,5.0,1.0
2545,A1TJLCD4WDVG4F,5.0,1.0
2546,A1TJS3WOT6AZ8T,5.0,1.0
2547,A1TK6R2JSC97HL,4.0,1.0
2548,A1TKBU11MREEXT,1.0,1.0
2549,A1TKTFQ6RQ4ZOX,3.0,1.0
2550,A1TLP1UQP6T18N,5.0,1.0
2551,A1TLSJGDCY2H7B,5.0,1.0
2552,A1TMAVN4CEM8U8,5.0,2.0
2553,A1TMGWIJPAHEGM,5.0,1.0
2554,A1TMOQ4LY4VQFT,4.0,1.0
2555,A1TOEWMWNX57OG,5.0,1.0
2556,A1TOJGYLEJIKN,5.0,1.0
2557,A1TPBMY2JWHAMK,5.0,2.0
2558,A1TPF6AA09P08A,5.0,1.0
2559,A1TPXV7M2TWW62,5.0,1.0
2560,A1TPY9YGXE7THA,5.0,1.0
2561,A1TQBAHI3M4ZBQ,5.0,1.0
2562,A1TQF8YG29KSEG,4.0,1.0
2563,A1TQSP0BPG1MU8,5.0,1.0
2564,A1TROUFW87HRQI,5.0,1.0
2565,A1TS0169QDBHVD,5.0,1.0
2566,A1TS5BBKPZ33E0,5.0,1.0
2567,A1TSHM8ZR23K8R,1.0,1.0
2568,A1TSIKH06EVZQH,5.0,1.0
2569,A1TSJVOYI3LJGR,1.0,1.0
2570,A1TTL6FGZEHZOH,3.0,1.0
2571,A1TUHJXR8WO584,1.0,1.0
2572,A1TUQM84FC4N0U,5.0,1.0
2573,A1TUVLB8CR77N,5.0,1.0
2574,A1TW9ZGRDQQZ2Y,5.0,2.0
2575,A1TWF2M327RJK6,5.0,1.0
2576,A1TWFS08MSSUBL,5.0,1.0
2577,A1TX487BARIS5Y,5.0,1.0
2578,A1TX5QJDNCANBH,5.0,1.0
2579,A1TX8UIOEKPGAJ,5.0,1.0
2580,A1TXGCICKZGDYC,5.0,1.0
2581,A1TXGNTYCU23JH,5.0,1.0
2582,A1TXSUNSOBIPIC,4.0,1.0
2583,A1TY356I9IV0V3,5.0,1.0
2584,A1TZCLCW9QGGBH,4.0,1.0
2585,A1TZDTEULS0618,3.0,1.0
2586,A1U083LB2UZY4Q,5.0,1.0
2587,A1U08Z4KMAQ4JR,4.0,1.0
2588,A1U0ZXGMDMYAF7,5.0,1.0
2589,A1U11PS71ML0YJ,5.0,7.0
2590,A1U18EFTZT1QBQ,5.0,1.0
2591,A1U1VK85JPHBMO,5.0,1.0
2592,A1U1W2P3TQO3F6,5.0,1.0
2593,A1U2CWV7RS4R1V,5.0,1.0
2594,A1U2EA59VYHYXU,5.0,1.0
2595,A1U2LLW4WL8VN7,5.0,1.0
2596,A1U2S10H0Y2RZA,5.0,1.0
2597,A1U2WMF3QZ3ZZM,5.0,1.0
2598,A1U360OMVQRPUB,4.66666666667,3.0
2599,A1U38U64X1MP22,3.0,1.0
2600,A1U3RFZBP8ZS1S,5.0,1.0
2601,A1U4AVIHBSJ8Y2,2.0,1.0
2602,A1U567R6T51GIQ,5.0,1.0
2603,A1U5A50LBT5BE5,5.0,1.0
2604,A1U5IFDSVZCH0P,5.0,1.0
2605,A1U5RYPQ7C2HI6,5.0,1.0
2606,A1U6324ESPO7GJ,5.0,1.0
2607,A1U6MXRPFCMMEP,5.0,2.0
2608,A1U6NWHVOLPMC5,5.0,1.0
2609,A1U70B0K2CM9ZQ,5.0,1.0
2610,A1U7IOWFY8HLI6,5.0,1.0
2611,A1U86JJKP13DF,3.0,1.0
2612,A1U8XCU8UJ6QAA,5.0,1.0
2613,A1U9DB794D9227,5.0,1.0
2614,A1U9UBPLG2U8YN,5.0,1.0
2615,A1U9VEIJ5TSF2C,5.0,1.0
2616,A1UA2N5VYUGSX3,1.0,1.0
2617,A1UA40ZA7EE706,5.0,1.0
2618,A1UAPX6JWAAXVL,5.0,1.0
2619,A1UAUU0ZTYVMY9,1.0,1.0
2620,A1UB447NYCM1E,5.0,1.0
2621,A1UDAWW26NJKFU,5.0,1.0
2622,A1UDM808JB7C0J,5.0,1.0
2623,A1UE9C84F43FSQ,5.0,1.0
2624,A1UEEFCWG4GBG2,5.0,1.0
2625,A1UEJOVKC9GOKP,5.0,1.0
2626,A1UEKS4941QFAJ,5.0,1.0
2627,A1UELJBEXURG66,5.0,1.0
2628,A1UFRFLMBHEM9P,5.0,1.0
2629,A1UFTI7AAM2ZQ2,5.0,1.0
2630,A1UG3MWSU4Q0FP,5.0,2.0
2631,A1UH03J3I0IAWV,3.0,1.0
2632,A1UHBWARFDOH42,5.0,1.0
2633,A1UHF5OF2BQQW7,2.0,1.0
2634,A1UHJUBNW0MIXX,5.0,1.0
2635,A1UJKD86O5M0PD,5.0,1.0
2636,A1UJLF79C37QFQ,4.0,1.0
2637,A1UJVU20Y7PR9J,5.0,1.0
2638,A1UKCK25H3OOH4,5.0,1.0
2639,A1UKE1X8OE1NY0,5.0,1.0
2640,A1UL3X6C8OLOAP,5.0,1.0
2641,A1ULFTLD4NIF4A,4.0,1.0
2642,A1ULR0ARQAJG13,4.0,1.0
2643,A1UM8BPPDLK53C,5.0,1.0
2644,A1UMFN44AZ7WIS,5.0,1.0
2645,A1UMR34YEBYCW3,5.0,1.0
2646,A1UN5WTJKKHQYZ,5.0,2.0
2647,A1UNDX5I8Q4G6A,5.0,1.0
2648,A1UODIJVH1VD58,5.0,1.0
2649,A1UOTG037037XY,4.0,2.0
2650,A1UPB5U6TRV5K3,4.0,1.0
2651,A1UPCQEJVSTZPT,4.0,1.0
2652,A1UPTW1ZN3ZXLX,5.0,1.0
2653,A1UQ88HH5J8JXO,5.0,1.0
2654,A1UQEVD86O27KN,5.0,1.0
2655,A1URCE34M0W2X0,5.0,1.0
2656,A1URLVAB7T4IOS,5.0,1.0
2657,A1USE856Y8UMWL,5.0,1.0
2658,A1USIN43EEZTBX,5.0,1.0
2659,A1UT345C3CV5B8,3.0,1.0
2660,A1UTIT634AL3KQ,4.0,1.0
2661,A1UTS9LPP72E6J,5.0,1.0
2662,A1UU0WHNOXGGXB,5.0,1.0
2663,A1UUMBYR6F3VHA,5.0,1.0
2664,A1UUQFJMFNDBIG,5.0,1.0
2665,A1UUUFXKWLR4I,4.0,1.0
2666,A1UVG24DWHRV50,5.0,1.0
2667,A1UVTLU5N6VJZH,5.0,1.0
